,0
547,1
548,1
549,1
550,2
551,1
552,1
553,1
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,1
570,1
571,1
572,1
573,1
574,1
575,1
576,2
577,1
578,1
579,1
580,1
581,1
582,1
583,1
584,1
585,1
586,1
587,1
588,2
589,2
590,1
591,1
592,1
593,1
594,1
595,1
596,2
597,1
598,1
599,1
600,1
601,1
602,1
603,1
604,2
605,2
606,1
607,1
608,1
609,1
610,1
611,2
612,2
613,1
614,1
615,1
616,1
617,1
618,1
619,1
620,1
621,1
622,1
623,1
624,1
625,1
626,1
627,2
628,3
629,2
630,1
631,1
632,1
633,1
634,1
635,1
636,1
637,1
638,1
639,1
640,1
641,1
642,1
643,1
644,2
645,2
646,3
647,2
648,1
649,1
650,1
651,1
652,1
653,1
654,1
655,1
656,1
657,1
658,1
659,1
660,1
661,1
662,2
663,2
664,3
665,1
666,1
667,1
668,1
669,1
670,1
671,1
672,1
673,1
674,2
675,2
676,2
677,2
678,2
679,2
680,3
681,3
682,1
683,1
684,1
685,1
686,1
687,1
688,1
689,2
690,2
691,2
692,2
693,2
694,2
695,3
696,3
697,3
698,1
699,1
700,1
701,1
702,1
703,1
704,1
705,1
706,1
707,1
708,1
709,1
710,1
711,1
712,1
713,1
714,1
715,1
716,1
717,1
718,1
719,1
720,1
721,1
722,1
723,1
724,1
725,1
726,1
727,1
728,1
729,1
730,1
731,1
732,1
733,1
734,1
735,1
736,2
737,2
738,1
739,1
740,1
741,1
742,2
743,1
744,1
745,1
746,1
747,1
748,1
749,2
750,2
751,1
752,1
753,1
754,1
755,1
756,1
757,1
758,2
759,2
760,1
761,1
762,1
763,1
764,1
765,2
766,3
767,2
768,1
769,1
770,1
771,1
772,1
773,1
774,1
775,1
776,1
777,1
778,1
779,1
780,1
781,1
782,1
783,3
784,2
785,1
786,1
787,1
788,1
789,1
790,1
791,1
792,1
793,1
794,1
795,1
796,1
797,1
798,1
799,1
800,2
801,3
802,2
803,1
804,1
805,1
806,1
807,1
808,1
809,1
810,1
811,1
812,1
813,1
814,1
815,1
816,1
817,1
818,2
819,3
820,3
821,1
822,1
823,1
824,1
825,1
826,1
827,2
828,2
829,2
830,2
831,2
832,2
833,2
834,2
835,2
836,3
837,1
838,1
839,2
840,2
841,2
842,2
843,2
844,2
845,2
846,2
847,2
848,3
849,3
850,3
851,3
852,1
853,1
854,1
855,1
856,1
857,1
858,1
859,1
860,1
861,1
862,1
863,1
864,1
865,1
866,1
867,1
868,1
869,1
870,1
871,1
872,1
873,1
874,1
875,1
876,1
877,1
878,1
879,1
880,1
881,1
882,1
883,1
884,1
885,1
886,2
887,1
888,2
889,1
890,1
891,1
892,1
893,1
894,1
895,2
896,3
897,2
898,1
899,1
900,1
901,1
902,1
903,1
904,1
905,1
906,1
907,1
908,1
909,1
910,1
911,2
912,1
913,1
914,1
915,1
916,1
917,1
918,1
919,1
920,1
921,1
922,1
923,1
924,1
925,1
926,1
927,2
928,3
929,1
930,1
931,1
932,1
933,1
934,1
935,1
936,1
937,1
938,1
939,1
940,1
941,1
942,1
943,1
944,2
945,2
946,1
947,1
948,1
949,1
950,1
951,1
952,1
953,1
954,1
955,1
956,1
957,1
958,1
959,1
960,2
961,2
962,1
963,2
964,2
965,2
966,2
967,2
968,2
969,2
970,2
971,2
972,2
973,2
974,2
975,2
976,2
977,2
978,2
979,2
980,3
981,2
982,2
983,2
984,2
985,2
986,2
987,3
988,3
989,3
990,3
991,3
992,3
993,1
994,1
995,1
996,1
997,1
998,1
999,1
1000,1
1001,1
1002,1
1003,1
1004,1
1005,1
1006,1
1007,1
1008,1
1009,1
1010,1
1011,2
1012,1
1013,1
1014,1
1015,1
1016,1
1017,1
1018,1
1019,1
1020,1
1021,1
1022,1
1023,1
1024,1
1025,2
1026,2
1027,1
1028,1
1029,1
1030,1
1031,1
1032,1
1033,1
1034,2
1035,2
1036,2
1037,1
1038,1
1039,1
1040,1
1041,1
1042,1
1043,2
1044,3
1045,2
1046,2
1047,1
1048,1
1049,1
1050,1
1051,1
1052,1
1053,2
1054,2
1055,1
1056,1
1057,1
1058,1
1059,1
1060,1
1061,1
1062,1
1063,1
1064,1
1065,1
1066,2
1067,3
1068,1
1069,1
1070,1
1071,1
1072,1
1073,1
1074,1
1075,1
1076,1
1077,1
1078,1
1079,1
1080,2
1081,2
1082,3
1083,1
1084,1
1085,1
1086,1
1087,2
1088,2
1089,2
1090,2
1091,1
1092,1
1093,1
1094,1
1095,1
1096,1
1097,2
1098,2
1099,3
1100,1
1101,2
1102,2
1103,2
1104,2
1105,2
1106,2
1107,2
1108,2
1109,2
1110,2
1111,2
1112,2
1113,3
1114,2
1115,2
1116,3
1117,3
1118,3
1119,2
1120,2
1121,2
1122,2
1123,2
1124,3
1125,3
1126,3
1127,3
1128,3
1129,1
1130,1
1131,1
1132,1
1133,1
1134,1
1135,1
1136,1
1137,1
1138,1
1139,1
1140,1
1141,1
1142,1
1143,1
1144,1
1145,1
1146,1
1147,1
1148,1
1149,2
1150,2
1151,2
1152,1
1153,1
1154,1
1155,1
1156,1
1157,1
1158,1
1159,1
1160,1
1161,1
1162,1
1163,2
1164,2
1165,2
1166,1
1167,1
1168,1
1169,1
1170,1
1171,1
1172,1
1173,2
1174,3
1175,2
1176,1
1177,1
1178,1
1179,1
1180,1
1181,1
1182,2
1183,2
1184,2
1185,1
1186,1
1187,1
1188,1
1189,1
1190,2
1191,2
1192,2
1193,2
1194,1
1195,1
1196,1
1197,1
1198,1
1199,2
1200,3
1201,2
1202,1
1203,2
1204,1
1205,1
1206,1
1207,1
1208,1
1209,2
1210,2
1211,3
1212,2
1213,1
1214,2
1215,2
1216,2
1217,1
1218,1
1219,2
1220,2
1221,2
1222,2
1223,2
1224,2
1225,2
1226,2
1227,2
1228,2
1229,2
1230,2
1231,2
1232,3
1233,2
1234,3
1235,2
1236,2
1237,2
1238,2
1239,3
1240,1
1241,1
1242,1
1243,1
1244,1
1245,1
1246,1
1247,1
1248,1
1249,1
1250,1
1251,1
1252,1
1253,1
1254,1
1255,1
1256,1
1257,1
1258,1
1259,1
1260,1
1261,1
1262,1
1263,1
1264,1
1265,1
1266,1
1267,1
1268,2
1269,2
1270,2
1271,2
1272,1
1273,1
1274,1
1275,1
1276,1
1277,1
1278,1
1279,1
1280,1
1281,1
1282,2
1283,3
1284,2
1285,2
1286,2
1287,1
1288,1
1289,1
1290,1
1291,1
1292,1
1293,2
1294,2
1295,1
1296,1
1297,1
1298,1
1299,1
1300,1
1301,2
1302,2
1303,1
1304,1
1305,1
1306,1
1307,1
1308,2
1309,2
1310,2
1311,1
1312,1
1313,1
1314,1
1315,1
1316,2
1317,3
1318,2
1319,2
1320,1
1321,1
1322,2
1323,2
1324,2
1325,3
1326,2
1327,2
1328,2
1329,2
1330,2
1331,2
1332,2
1333,2
1334,2
1335,2
1336,2
1337,2
1338,2
1339,2
1340,0
1341,0
1342,2
1343,2
1344,3
1345,2
1346,1
1347,1
1348,1
1349,1
1350,1
1351,1
1352,1
1353,1
1354,1
1355,1
1356,1
1357,1
1358,1
1359,1
1360,1
1361,1
1362,1
1363,1
1364,1
1365,1
1366,1
1367,1
1368,2
1369,0
1370,1
1371,1
1372,1
1373,1
1374,1
1375,1
1376,1
1377,1
1378,1
1379,1
1380,1
1381,1
1382,2
1383,2
1384,2
1385,2
1386,2
1387,2
1388,1
1389,1
1390,1
1391,1
1392,1
1393,1
1394,1
1395,2
1396,3
1397,2
1398,2
1399,1
1400,1
1401,1
1402,1
1403,1
1404,2
1405,2
1406,2
1407,1
1408,1
1409,1
1410,1
1411,1
1412,2
1413,2
1414,2
1415,2
1416,1
1417,1
1418,1
1419,1
1420,2
1421,2
1422,1
1423,1
1424,1
1425,2
1426,2
1427,2
1428,2
1429,2
1430,2
1431,2
1432,2
1433,2
1434,2
1435,2
1436,2
1437,1
1438,1
1439,1
1440,1
1441,1
1442,1
1443,1
1444,1
1445,1
1446,1
1447,1
1448,1
1449,1
1450,1
1451,1
1452,1
1453,1
1454,1
1455,1
1456,1
1457,1
1458,1
1459,1
1460,1
1461,1
1462,1
1463,1
1464,2
1465,2
1466,1
1467,1
1468,1
1469,1
1470,1
1471,1
1472,1
1473,1
1474,1
1475,1
1476,1
1477,2
1478,2
1479,2
1480,2
1481,2
1482,2
1483,2
1484,1
1485,1
1486,1
1487,1
1488,1
1489,1
1490,2
1491,2
1492,3
1493,3
1494,2
1495,1
1496,1
1497,1
1498,1
1499,1
1500,2
1501,2
1502,2
1503,2
1504,1
1505,1
1506,1
1507,1
1508,2
1509,3
1510,2
1511,1
1512,1
1513,1
1514,2
1515,2
1516,2
1517,2
1518,2
1519,2
1520,2
1521,2
1522,2
1523,2
1524,2
1525,1
1526,1
1527,1
1528,1
1529,1
1530,1
1531,1
1532,1
1533,1
1534,1
1535,1
1536,1
1537,1
1538,1
1539,1
1540,1
1541,1
1542,1
1543,1
1544,1
1545,2
1546,1
1547,1
1548,1
1549,1
1550,1
1551,1
1552,1
1553,1
1554,1
1555,1
1556,2
1557,3
1558,0
1559,0
1560,1
1561,1
1562,1
1563,1
1564,1
1565,1
1566,1
1567,1
1568,1
1569,1
1570,2
1571,3
1572,3
1573,2
1574,2
1575,2
1576,1
1577,1
1578,1
1579,1
1580,1
1581,2
1582,2
1583,2
1584,1
1585,1
1586,1
1587,2
1588,2
1589,0
1590,2
1591,2
1592,1
1593,1
1594,2
1595,2
1596,0
1597,2
1598,2
1599,2
1600,2
1601,2
1602,2
1603,2
1604,2
1605,1
1606,1
1607,1
1608,1
1609,1
1610,1
1611,1
1612,1
1613,1
1614,1
1615,1
1616,1
1617,1
1618,1
1619,1
1620,1
1621,1
1622,1
1623,1
1624,1
1625,1
1626,1
1627,2
1628,1
1629,1
1630,1
1631,1
1632,1
1633,1
1634,1
1635,1
1636,1
1637,1
1638,2
1639,0
1640,2
1641,1
1642,1
1643,2
1644,2
1645,1
1646,1
1647,1
1648,1
1649,2
1650,2
1651,3
1652,3
1653,2
1654,2
1655,1
1656,1
1657,1
1658,2
1659,2
1660,0
1661,0
1662,2
1663,1
1664,2
1665,2
1666,2
1667,0
1668,0
1669,0
1670,2
1671,2
1672,2
1673,2
1674,0
1675,2
1676,2
1677,1
1678,1
1679,1
1680,1
1681,1
1682,1
1683,1
1684,1
1685,1
1686,1
1687,1
1688,1
1689,2
1690,1
1691,1
1692,1
1693,1
1694,1
1695,1
1696,1
1697,1
1698,2
1699,1
1700,1
1701,1
1702,1
1703,1
1704,1
1705,1
1706,1
1707,1
1708,1
1709,1
1710,2
1711,0
1712,2
1713,1
1714,1
1715,2
1716,2
1717,2
1718,1
1719,1
1720,1
1721,1
1722,2
1723,2
1724,0
1725,0
1726,0
1727,2
1728,1
1729,2
1730,2
1731,2
1732,0
1733,0
1734,0
1735,2
1736,2
1737,2
1738,3
1739,0
1740,0
1741,0
1742,2
1743,1
1744,1
1745,1
1746,1
1747,1
1748,1
1749,1
1750,1
1751,1
1752,1
1753,1
1754,1
1755,1
1756,1
1757,1
1758,1
1759,1
1760,1
1761,1
1762,1
1763,1
1764,1
1765,2
1766,1
1767,1
1768,1
1769,1
1770,1
1771,1
1772,1
1773,1
1774,1
1775,1
1776,1
1777,2
1778,0
1779,2
1780,2
1781,1
1782,2
1783,2
1784,2
1785,2
1786,1
1787,1
1788,1
1789,2
1790,2
1791,0
1792,0
1793,0
1794,0
1795,2
1796,2
1797,2
1798,3
1799,0
1800,0
1801,0
1802,0
1803,0
1804,0
1805,2
1806,1
1807,1
1808,1
1809,1
1810,1
1811,1
1812,1
1813,1
1814,1
1815,1
1816,1
1817,2
1818,1
1819,1
1820,1
1821,1
1822,1
1823,1
1824,1
1825,1
1826,2
1827,0
1828,1
1829,1
1830,1
1831,1
1832,1
1833,1
1834,1
1835,1
1836,1
1837,1
1838,1
1839,2
1840,2
1841,2
1842,2
1843,1
1844,1
1845,2
1846,2
1847,2
1848,2
1849,2
1850,2
1851,1
1852,2
1853,2
1854,2
1855,0
1856,0
1857,0
1858,0
1859,0
1860,0
1861,2
1862,2
1863,0
1864,0
1865,0
1866,0
1867,1
1868,1
1869,1
1870,1
1871,1
1872,1
1873,1
1874,1
1875,1
1876,1
1877,1
1878,1
1879,1
1880,1
1881,1
1882,1
1883,1
1884,1
1885,2
1886,1
1887,1
1888,1
1889,1
1890,1
1891,2
1892,1
1893,1
1894,1
1895,1
1896,1
1897,1
1898,2
1899,2
1900,2
1901,1
1902,1
1903,2
1904,2
1905,2
1906,2
1907,2
1908,1
1909,2
1910,2
1911,2
1912,0
1913,0
1914,0
1915,0
1916,0
1917,0
1918,0
1919,0
1920,1
1921,1
1922,1
1923,1
1924,1
1925,1
1926,1
1927,1
1928,1
1929,1
1930,1
1931,1
1932,1
1933,1
1934,1
1935,1
1936,1
1937,2
1938,1
1939,1
1940,1
1941,1
1942,2
1943,1
1944,1
1945,1
1946,1
1947,1
1948,2
1949,2
1950,1
1951,1
1952,1
1953,1
1954,2
1955,2
1956,2
1957,2
1958,1
1959,2
1960,2
1961,2
1962,0
1963,0
1964,0
1965,0
1966,0
1967,0
1968,1
1969,1
1970,1
1971,1
1972,1
1973,1
1974,1
1975,1
1976,1
1977,1
1978,1
1979,1
1980,1
1981,1
1982,2
1983,1
1984,1
1985,1
1986,1
1987,1
1988,1
1989,1
1990,1
1991,1
1992,1
1993,2
1994,2
1995,2
1996,1
1997,1
1998,1
1999,1
2000,2
2001,2
2002,2
2003,2
2004,2
2005,1
2006,2
2007,2
2008,2
2009,0
2010,0
2011,0
2012,0
2013,0
2014,0
2015,0
2016,0
2017,1
2018,1
2019,1
2020,1
2021,1
2022,1
2023,1
2024,1
2025,1
2026,2
2027,1
2028,1
2029,1
2030,1
2031,1
2032,1
2033,1
2034,1
2035,2
2036,1
2037,1
2038,1
2039,2
2040,2
2041,2
2042,2
2043,2
2044,1
2045,1
2046,2
2047,2
2048,1
2049,2
2050,0
2051,0
2052,0
2053,0
2054,0
2055,0
2056,0
2057,0
2058,0
2059,0
2060,1
2061,1
2062,1
2063,1
2064,1
2065,1
2066,1
2067,1
2068,1
2069,1
2070,1
2071,1
2072,1
2073,1
2074,1
2075,1
2076,1
2077,1
2078,1
2079,1
2080,1
2081,2
2082,2
2083,2
2084,2
2085,2
2086,2
2087,2
2088,2
2089,0
2090,0
2091,0
2092,0
2093,0
2094,0
2095,0
2096,1
2097,1
2098,1
2099,1
2100,1
2101,1
2102,2
2103,1
2104,1
2105,1
2106,1
2107,1
2108,1
2109,1
2110,2
2111,1
2112,2
2113,2
2114,2
2115,2
2116,1
2117,1
2118,1
2119,2
2120,2
2121,2
2122,2
2123,2
2124,2
2125,0
2126,0
2127,0
2128,0
2129,0
2130,0
2131,1
2132,1
2133,1
2134,1
2135,1
2136,1
2137,1
2138,1
2139,1
2140,1
2141,1
2142,1
2143,1
2144,1
2145,2
2146,2
2147,2
2148,2
2149,2
2150,2
2151,2
2152,1
2153,0
2154,0
2155,2
2156,2
2157,0
2158,0
2159,0
2160,0
2161,1
2162,1
2163,1
2164,1
2165,1
2166,1
2167,1
2168,1
2169,1
2170,1
2171,1
2172,1
2173,1
2174,1
2175,2
2176,2
2177,2
2178,2
2179,2
2180,2
2181,0
2182,0
2183,2
2184,2
2185,0
2186,0
2187,0
2188,1
2189,1
2190,1
2191,1
2192,1
2193,1
2194,1
2195,1
2196,1
2197,0
2198,1
2199,2
2200,2
2201,2
2202,0
2203,0
2204,0
2205,1
2206,1
2207,1
2208,1
2209,0
2210,0
2211,2
2212,2
2213,0
2214,0
2215,0
2216,0
2217,0
2218,0
2219,0
